uid,authors,pub_year,pub_month,title,summary
28661244,"Maynard AD, Bowman DM, Hodge JG Jr","2016","Dec","Mitigating Risks to Pregnant Teens from Zika Virus.","Maynard AD, Bowman DM, Hodge JG Jr.Mitigating Risks to Pregnant Teens from Zika Virus. J Law Med Ethics. 2016 Dec; 44(4):657-659." 
28661429,"Yu J, Liu X, Ke C, Wu Q, Lu W, Qin Z, He X, Liu Y, Deng J, Xu S, Li Y, Zhu L, Wan C, Zhang Q, Xiao W, Xie Q, Zhang B, Zhao W","2017","Jun","Effective Suckling C57BL/6, Kunming, and BALB/c Mouse Models with Remarkable Neurological Manifestation for Zika Virus Infection.","Yu J, Liu X, Ke C, Wu Q, Lu W, Qin Z, He X, Liu Y, Deng J, Xu S, Li Y, Zhu L, Wan C, Zhang Q, Xiao W, Xie Q, Zhang B, Zhao W.Effective Suckling C57BL/6, Kunming, and BALB/c Mouse Models with Remarkable Neurological Manifestation for Zika Virus Infection. Viruses. 2017 Jun 29; 9(7)" 
28662753,"Bradley MP, Nagamine CM","2017","Jun","Animal Models of Zika Virus.","Bradley MP, Nagamine CM.Animal Models of Zika Virus. Comp Med. 2017 Jun 1; 67(3):242-252." 
28665268,"Safronetz D, Sloan A, Stein DR, Mendoza E, Barairo N, Ranadheera C, Scharikow L, Holloway K, Robinson A, Traykova-Andonova M, Makowski K, Dimitrova K, Giles E, Hiebert J, Mogk R, Beddome S, Drebot M","2017","Sep","Evaluation of 5 Commercially Available Zika Virus Immunoassays.","Safronetz D, Sloan A, Stein DR, Mendoza E, Barairo N, Ranadheera C, Scharikow L, Holloway K, Robinson A, Traykova-Andonova M, Makowski K, Dimitrova K, Giles E, Hiebert J, Mogk R, Beddome S, Drebot M.Evaluation of 5 Commercially Available Zika Virus Immunoassays. Emerg Infect Dis. 2017 Sep; 23(9):1577-1580." 
28665546,"Zorec R, Parpura V, Verkhratsky A","2017","Jun","Astroglial vesicular network: evolutionary trends, physiology and pathophysiology.","Zorec R, Parpura V, Verkhratsky A.Astroglial vesicular network: evolutionary trends, physiology and pathophysiology. Acta Physiol (Oxf). 2017 Jun 30; " 
28666583,"Pardigon N","2017","Sep","Pathophysiological mechanisms of Flavivirus infection of the central nervous system.","Pardigon N.Pathophysiological mechanisms of Flavivirus infection of the central nervous system. Transfus Clin Biol. 2017 Sep; 24(3):96-100." 
28666829,"Sharma N, Murali A, Singh SK, Giri R","2017","Nov","Epigallocatechin gallate, an active green tea compound inhibits the Zika virus entry into host cells via binding the envelope protein.","Sharma N, Murali A, Singh SK, Giri R.Epigallocatechin gallate, an active green tea compound inhibits the Zika virus entry into host cells via binding the envelope protein. Int J Biol Macromol. 2017 Nov; 104(Pt A):1046-1054." 
28666890,"Islam J, Zaman K, Tyagi V, Duarah S, Dhiman S, Chattopadhyay P","2017","Oct","Protection against mosquito vectors Aedes aegypti, Anopheles stephensi and Culex quinquefasciatus using a novel insect repellent, ethyl anthranilate.","Islam J, Zaman K, Tyagi V, Duarah S, Dhiman S, Chattopadhyay P.Protection against mosquito vectors Aedes aegypti, Anopheles stephensi and Culex quinquefasciatus using a novel insect repellent, ethyl anthranilate. Acta Trop. 2017 Oct; 174:56-63." 
28667164,"Silveira ELV, Rogers KA, Gumber S, Amancha P, Xiao P, Woollard SM, Byrareddy SN, Teixeira MM, Villinger F","2017","Aug","Immune Cell Dynamics in Rhesus Macaques Infected with a Brazilian Strain of Zika Virus.","Silveira ELV, Rogers KA, Gumber S, Amancha P, Xiao P, Woollard SM, Byrareddy SN, Teixeira MM, Villinger F.Immune Cell Dynamics in Rhesus Macaques Infected with a Brazilian Strain of Zika Virus. J Immunol. 2017 Aug 1; 199(3):1003-1011." 
28667332,"Van der Hoek KH, Eyre NS, Shue B, Khantisitthiporn O, Glab-Ampi K, Carr JM, Gartner MJ, Jolly LA, Thomas PQ, Adikusuma F, Jankovic-Karasoulos T, Roberts CT, Helbig KJ, Beard MR","2017","Jun","Viperin is an important host restriction factor in control of Zika virus infection.","Van der Hoek KH, Eyre NS, Shue B, Khantisitthiporn O, Glab-Ampi K, Carr JM, Gartner MJ, Jolly LA, Thomas PQ, Adikusuma F, Jankovic-Karasoulos T, Roberts CT, Helbig KJ, Beard MR.Viperin is an important host restriction factor in control of Zika virus infection. Sci Rep. 2017 Jun 30; 7(1):4475." 
28668266,"Wiwanitkit V","2017","Mar","Zika Virus and Anesthesiologists.","Wiwanitkit V.Zika Virus and Anesthesiologists. J Cardiothorac Vasc Anesth. 2017 Mar 18; " 
28669037,"Luplertlop N, Suwanmanee S, Ampawong S, Vongpunsawad S, Poovorawan Y","2017","Jul","In vitro study of Zika virus infection in boar semen.","Luplertlop N, Suwanmanee S, Ampawong S, Vongpunsawad S, Poovorawan Y.In vitro study of Zika virus infection in boar semen. Arch Virol. 2017 Jul 1; " 
28669618,"Yang M, Dent M, Lai H, Sun H, Chen Q","2017","Jul","Immunization of Zika virus envelope protein domain III induces specific and neutralizing immune responses against Zika virus.","Yang M, Dent M, Lai H, Sun H, Chen Q.Immunization of Zika virus envelope protein domain III induces specific and neutralizing immune responses against Zika virus. Vaccine. 2017 Jul 24; 35(33):4287-4294." 
28670016,"Chang HH, Huber RG, Bond PJ, Grad YH, Camerini D, Maurer-Stroh S, Lipsitch M","2017","Jul","Systematic analysis of protein identity between Zika virus and other arthropod-borne viruses.","Chang HH, Huber RG, Bond PJ, Grad YH, Camerini D, Maurer-Stroh S, Lipsitch M.Systematic analysis of protein identity between Zika virus and other arthropod-borne viruses. Bull World Health Organ. 2017 Jul 1; 95(7):517-525I." 
28671343,"Santa Maria F, Laughhunn A, Lanteri MC, Aubry M, Musso D, Stassinopoulos A","2017","Aug","Inactivation of Zika virus in platelet components using amotosalen and ultraviolet A illumination.","Santa Maria F, Laughhunn A, Lanteri MC, Aubry M, Musso D, Stassinopoulos A.Inactivation of Zika virus in platelet components using amotosalen and ultraviolet A illumination. Transfusion. 2017 Aug; 57(8):2016-2025." 
28671429,"Huntington MK, Allison J, Nair D","2017","Jun","Clarification on Zika Vectors in the United States.","Huntington MK, Allison J, Nair D.Clarification on Zika Vectors in the United States. Am Fam Physician. 2017 Jun 15; 95(12):758." 
28672028,"Dowall SD, Graham VA, Rayner E, Hunter L, Atkinson B, Pearson G, Dennis M, Hewson R","2017","Jul","Lineage-dependent differences in the disease progression of Zika virus infection in type-I interferon receptor knockout (A129) mice.","Dowall SD, Graham VA, Rayner E, Hunter L, Atkinson B, Pearson G, Dennis M, Hewson R.Lineage-dependent differences in the disease progression of Zika virus infection in type-I interferon receptor knockout (A129) mice. PLoS Negl Trop Dis. 2017 Jul; 11(7):e0005704." 
28673675,"Guillier A, Amazan E, Aoun A, Baubion E, Derancourt C","2017","Aug","[Zika virus infection: A review].","Guillier A, Amazan E, Aoun A, Baubion E, Derancourt C.[Zika virus infection: A review]. Ann Dermatol Venereol. 2017 Aug - Sep; 144(8-9):518-524." 
28674411,"Metz SW, Gallichotte EN, Brackbill A, Premkumar L, Miley MJ, Baric R, de Silva AM","2017","Jul","In Vitro Assembly and Stabilization of Dengue and Zika Virus Envelope Protein Homo-Dimers.","Metz SW, Gallichotte EN, Brackbill A, Premkumar L, Miley MJ, Baric R, de Silva AM.In Vitro Assembly and Stabilization of Dengue and Zika Virus Envelope Protein Homo-Dimers. Sci Rep. 2017 Jul 3; 7(1):4524." 
28675351,"Massad E, Burattini MN, Khan K, Struchiner CJ, Coutinho FAB, Wilder-Smith A","2017","Aug","On the origin and timing of Zika virus introduction in Brazil.","Massad E, Burattini MN, Khan K, Struchiner CJ, Coutinho FAB, Wilder-Smith A.On the origin and timing of Zika virus introduction in Brazil. Epidemiol Infect. 2017 Aug; 145(11):2303-2312." 
28675775,"Li Y, Phoo WW, Loh YR, Zhang Z, Ng EY, Wang W, Keller TH, Luo D, Kang C","2017","Aug","Structural characterization of the linked NS2B-NS3 protease of Zika virus.","Li Y, Phoo WW, Loh YR, Zhang Z, Ng EY, Wang W, Keller TH, Luo D, Kang C.Structural characterization of the linked NS2B-NS3 protease of Zika virus. FEBS Lett. 2017 Aug; 591(15):2338-2347." 
28676109,"Palatini U, Miesen P, Carballar-Lejarazu R, Ometto L, Rizzo E, Tu Z, van Rij RP, Bonizzoni M","2017","Jul","Comparative genomics shows that viral integrations are abundant and express piRNAs in the arboviral vectors Aedes aegypti and Aedes albopictus.","Palatini U, Miesen P, Carballar-Lejarazu R, Ometto L, Rizzo E, Tu Z, van Rij RP, Bonizzoni M.Comparative genomics shows that viral integrations are abundant and express piRNAs in the arboviral vectors Aedes aegypti and Aedes albopictus. BMC Genomics. 2017 Jul 5; 18(1):512." 
28676282,"de Paula Freitas B, Zin A, Ko A, Maia M, Ventura CV, Belfort R Jr","2017","Jul","Anterior-Segment Ocular Findings and Microphthalmia in Congenital Zika Syndrome.","de Paula Freitas B, Zin A, Ko A, Maia M, Ventura CV, Belfort R Jr.Anterior-Segment Ocular Findings and Microphthalmia in Congenital Zika Syndrome. Ophthalmology. 2017 Jul 1; " 
28676560,"Auger N, Quach C, Healy-Profitós J, Lowe AM, Arbour L","2017","Jul","Congenital microcephaly in Quebec: baseline prevalence, risk factors and outcomes in a large cohort of neonates.","Auger N, Quach C, Healy-Profitós J, Lowe AM, Arbour L.Congenital microcephaly in Quebec: baseline prevalence, risk factors and outcomes in a large cohort of neonates. Arch Dis Child Fetal Neonatal Ed. 2017 Jul 4; " 
28678053,"Hurtado-Villa P, Puerto AK, Victoria S, Gracia G, Guasmayán L, Arce P, Álvarez G, Blandón E, Rengifo N, Holguín JA, Durán A, Zarante I","2017","Jul","Raised Frequency of Central Nervous System Malformations Related to Zika Virus Infection in Two Birth Defects Surveillance Systems in Bogotá and Cali, Colombia.","Hurtado-Villa P, Puerto AK, Victoria S, Gracia G, Guasmayán L, Arce P, Álvarez G, Blandón E, Rengifo N, Holguín JA, Durán A, Zarante I.Raised Frequency of Central Nervous System Malformations Related to Zika Virus Infection in Two Birth Defects Surveillance Systems in Bogotá and Cali, Colombia. Pediatr Infect Dis J. 2017 Jul 1; " 
28679155,"Sokal A, D'Ortenzio E, Houhou-Fidouh N, Brichler S, Dorchies J, Cabras O, Leparc-Goffart I, Yazdanpanah Y, Matheron S","2016","Jul","Zika virus infection: report of the first imported cases in a Paris travel centre.","Sokal A, D'Ortenzio E, Houhou-Fidouh N, Brichler S, Dorchies J, Cabras O, Leparc-Goffart I, Yazdanpanah Y, Matheron S.Zika virus infection: report of the first imported cases in a Paris travel centre. J Travel Med. 2016 Jul 1; 24(1)" 
28680473,"Wiwanitkit V","2017","Jun","Zika virus infection and pregnancy: Issue for further concern.","Wiwanitkit V.Zika virus infection and pregnancy: Issue for further concern. Obstet Med. 2017 Jun; 10(2):99." 
28680856,"Sheng ZY, Gao N, Wang ZY, Cui XY, Zhou DS, Fan DY, Chen H, Wang PG, An J","2017","","Sertoli Cells Are Susceptible to ZIKV Infection in Mouse Testis.","Sheng ZY, Gao N, Wang ZY, Cui XY, Zhou DS, Fan DY, Chen H, Wang PG, An J.Sertoli Cells Are Susceptible to ZIKV Infection in Mouse Testis. Front Cell Infect Microbiol. 2017; 7:272." 
28681575,"Lim SK, Lim JK, Yoon IK","2017","Jun","An Update on Zika Virus in Asia.","Lim SK, Lim JK, Yoon IK.An Update on Zika Virus in Asia. Infect Chemother. 2017 Jun; 49(2):91-100." 
28683141,"Lebani K, Jones ML, Watterson D, Ranzoni A, Traves RJ, Young PR, Mahler SM","2017","","Isolation of serotype-specific antibodies against dengue virus non-structural protein 1 using phage display and application in a multiplexed serotyping assay.","Lebani K, Jones ML, Watterson D, Ranzoni A, Traves RJ, Young PR, Mahler SM.Isolation of serotype-specific antibodies against dengue virus non-structural protein 1 using phage display and application in a multiplexed serotyping assay. PLoS One. 2017; 12(7):e0180669." 
28683393,"Rey FA, Stiasny K, Heinz FX","2017","Jun","Flavivirus structural heterogeneity: implications for cell entry.","Rey FA, Stiasny K, Heinz FX.Flavivirus structural heterogeneity: implications for cell entry. Curr Opin Virol. 2017 Jun; 24:132-139." 
28683899,"Cosano-Quero A, Velasco-Tirado V, Sánchez Seco MP, Manzanedo-Bueno L, Belhassen-García M","2017","Jul","Zika Virus: Cutaneous Manifestations in 3 Patients.","Cosano-Quero A, Velasco-Tirado V, Sánchez Seco MP, Manzanedo-Bueno L, Belhassen-García M.Zika Virus: Cutaneous Manifestations in 3 Patients. Actas Dermosifiliogr. 2017 Jul 3; " 
28684491,"Griffin DE","2017","Jul","Why are neurons susceptible to Zika virus?","Griffin DE.Why are neurons susceptible to Zika virus? Science. 2017 Jul 7; 357(6346):33-34." 
28684499,"Ash C","2017","Jul","Inherited microcephaly exposes Zika culprit.","Ash C.Inherited microcephaly exposes Zika culprit. Science. 2017 Jul 7; 357(6346):43." 
28685770,"Li Z, Brecher M, Deng YQ, Zhang J, Sakamuru S, Liu B, Huang R, Koetzner CA, Allen CA, Jones SA, Chen H, Zhang NN, Tian M, Gao F, Lin Q, Banavali N, Zhou J, Boles N, Xia M, Kramer LD, Qin CF, Li H","2017","Aug","Existing drugs as broad-spectrum and potent inhibitors for Zika virus by targeting NS2B-NS3 interaction.","Li Z, Brecher M, Deng YQ, Zhang J, Sakamuru S, Liu B, Huang R, Koetzner CA, Allen CA, Jones SA, Chen H, Zhang NN, Tian M, Gao F, Lin Q, Banavali N, Zhou J, Boles N, Xia M, Kramer LD, Qin CF, Li H.Existing drugs as broad-spectrum and potent inhibitors for Zika virus by targeting NS2B-NS3 interaction. Cell Res. 2017 Aug; 27(8):1046-1064." 
28685814,"Zheng W, Sun W, Simeonov A","2017","Jul","Drug repurposing screens and synergistic drug-combinations for infectious diseases.","Zheng W, Sun W, Simeonov A.Drug repurposing screens and synergistic drug-combinations for infectious diseases. Br J Pharmacol. 2017 Jul 7; " 
28685984,"Kuntz MT, Tutiven JL, Read SP, Ventura CV, Berrocal AM","2017","Aug","Two infants with presumed Zika congenital syndrome presenting for exam under general anesthesia.","Kuntz MT, Tutiven JL, Read SP, Ventura CV, Berrocal AM.Two infants with presumed Zika congenital syndrome presenting for exam under general anesthesia. Paediatr Anaesth. 2017 Aug; 27(8):868-869." 
28686321,"Ospina J, Hincapie-Palacio D, Ochoa J, Molina A, Rúa G, Pájaro D, Arrubla M, Almanza R, Paredes M, Mubayi A","2017","Oct","Stratifying the potential local transmission of Zika in municipalities of Antioquia, Colombia.","Ospina J, Hincapie-Palacio D, Ochoa J, Molina A, Rúa G, Pájaro D, Arrubla M, Almanza R, Paredes M, Mubayi A.Stratifying the potential local transmission of Zika in municipalities of Antioquia, Colombia. Trop Med Int Health. 2017 Oct; 22(10):1249-1265." 
28686621,"Reveiz L, Haby MM, Martínez-Vega R, Pinzón-Flores CE, Elias V, Smith E, Pinart M, Broutet N, Becerra-Posada F, Aldighieri S, Van Kerkhove MD","2017","","Risk of bias and confounding of observational studies of Zika virus infection: A scoping review of research protocols.","Reveiz L, Haby MM, Martínez-Vega R, Pinzón-Flores CE, Elias V, Smith E, Pinart M, Broutet N, Becerra-Posada F, Aldighieri S, Van Kerkhove MD.Risk of bias and confounding of observational studies of Zika virus infection: A scoping review of research protocols. PLoS One. 2017; 12(7):e0180220." 
28687969,"Dubaut JP, Agudelo Higuita NI, Quaas AM","2017","Oct","Impact of Zika virus for infertility specialists: current literature, guidelines, and resources.","Dubaut JP, Agudelo Higuita NI, Quaas AM.Impact of Zika virus for infertility specialists: current literature, guidelines, and resources. J Assist Reprod Genet. 2017 Oct; 34(10):1237-1250." 
28688593,"Rathore MH, Runyon J, Haque TU","2017","Aug","Emerging Infectious Diseases.","Rathore MH, Runyon J, Haque TU.Emerging Infectious Diseases. Adv Pediatr. 2017 Aug; 64(1):27-71." 
28688996,"Maxian O, Neufeld A, Talis EJ, Childs LM, Blackwood JC","2017","Jun","Zika virus dynamics: When does sexual transmission matter?","Maxian O, Neufeld A, Talis EJ, Childs LM, Blackwood JC.Zika virus dynamics: When does sexual transmission matter? Epidemics. 2017 Jun 29; " 
28689970,"Li Y, Zhang Z, Phoo WW, Loh YR, Wang W, Liu S, Chen MW, Hung AW, Keller TH, Luo D, Kang C","2017","Aug","Structural Dynamics of Zika Virus NS2B-NS3 Protease Binding to Dipeptide Inhibitors.","Li Y, Zhang Z, Phoo WW, Loh YR, Wang W, Liu S, Chen MW, Hung AW, Keller TH, Luo D, Kang C.Structural Dynamics of Zika Virus NS2B-NS3 Protease Binding to Dipeptide Inhibitors. Structure. 2017 Aug 1; 25(8):1242-1250.e3." 
28691657,"Londono-Renteria B, Troupin A, Cardenas JC, Hall A, Perez OG, Cardenas L, Hartstone-Rose A, Halstead SB, Colpitts TM","2017","Jul","A relevant in vitro human model for the study of Zika virus antibody-dependent enhancement.","Londono-Renteria B, Troupin A, Cardenas JC, Hall A, Perez OG, Cardenas L, Hartstone-Rose A, Halstead SB, Colpitts TM.A relevant in vitro human model for the study of Zika virus antibody-dependent enhancement. J Gen Virol. 2017 Jul; 98(7):1702-1712." 
28692024,"Styczynski J, Hoek J, Knelange N, Mikulska M, Cesaro S, Aljurf M, Gil L","2017","Sep","No report on Zika virus infection in EBMT registry: Infectious Diseases Working Party statement.","Styczynski J, Hoek J, Knelange N, Mikulska M, Cesaro S, Aljurf M, Gil L.No report on Zika virus infection in EBMT registry: Infectious Diseases Working Party statement. Bone Marrow Transplant. 2017 Sep; 52(9):1345-1346." 
28692228,"Eperon I, Vouga M, Schibler M, Baud D, Eperon G","2016","Oct","[Zika virus : a review].","Eperon I, Vouga M, Schibler M, Baud D, Eperon G.[Zika virus : a review]. Rev Med Suisse. 2016 Oct 26; 12(536):1789-1793." 
28692229,"Vouga M, Alves MP, Eperon I, Eperon G, Rochat L, Sahli R, Musso D, Baud D","2016","Oct","[Zika virus : from research to vaccine].","Vouga M, Alves MP, Eperon I, Eperon G, Rochat L, Sahli R, Musso D, Baud D.[Zika virus : from research to vaccine]. Rev Med Suisse. 2016 Oct 26; 12(536):1794-1798." 
28694387,"Cao B, Parnell LA, Diamond MS, Mysorekar IU","2017","Aug","Inhibition of autophagy limits vertical transmission of Zika virus in pregnant mice.","Cao B, Parnell LA, Diamond MS, Mysorekar IU.Inhibition of autophagy limits vertical transmission of Zika virus in pregnant mice. J Exp Med. 2017 Aug 7; 214(8):2303-2313." 
